x,y
35.4829,-1.56859
46.636,-2.64385
36.2097,-6.18996
42.3711,0.333353
41.9557,-1.23321
27.1442,-9.16197
34.3064,-14.3619
40.7542,12.8307
40.7515,12.8306
37.1872,-23.1484
31.1305,-0.797945
24.4547,-13.6724
31.137,16.2895
31.1369,16.2897
33.4823,1.34619
44.8689,-3.7845
40.588,-8.65716
40.4653,-8.6788
26.0071,-3.26111
27.5088,-9.61212
27.3107,-9.65728
40.588,-8.65695
40.4637,-8.68412
30.878,17.9265
31.4643,-0.600518
30.8778,17.9275
24.4798,-13.7851
26.4413,12.7084
14.9779,-41.0204
32.0349,1.03064
19.9399,-18.0335
17.6556,-19.2242
14.2967,-44.2562
35.6227,-0.870356
35.6229,-0.870298
6.99787,-21.4262
6.96434,-21.4483
6.99821,-21.4267
6.9643,-21.4483
42.175,0.264129
45.5577,7.82858
44.7146,-3.63203
36.3098,-23.9627
36.5305,1.69289
24.3615,-8.92304
24.3586,-8.92224
24.7189,-13.5398
35.7616,-1.268
38.0027,-1.02351
38.1333,4.67379
13.8912,-43.2905
43.4667,-1.40273
31.8863,-4.62081
31.8848,-4.61544
34.8992,6.66427
31.3758,-2.78018
30.7255,4.60476
31.376,-2.78
19.9571,-17.8011
42.8204,0.357788
35.4792,-8.81682
35.4793,-8.81678
14.614,-41.8733
42.0129,-0.122164
45.267,8.11399
45.2325,8.15659
24.4199,-17.7247
22.5932,-15.762
41.9535,-2.31337
26.7075,-12.0551
26.7055,-12.0485
26.8926,-12.731
26.2542,-1.86205
30.6087,-8.88285
32.7511,-4.84892
32.7511,-4.8489
26.6573,-11.0686
29.8043,-2.59545
23.9172,-29.1301
32.3667,18.7961
39.2235,12.9696
22.0737,-26.4146
36.1392,-26.4106
30.5943,4.52727
26.4991,-3.88176
26.5204,-3.90647
25.2751,-35.4277
25.2753,-35.4278
26.5487,-10.8212
28.249,-11.7127
22.6927,-27.398
17.5744,-27.0109
32.5304,-9.54909
26.4263,-34.3733
26.308,-8.55245
40.7847,-7.90323
7.16356,-21.2636
36.0966,-6.25511
36.4097,-9.8809
31.9543,-2.38933
26.53,-11.7261
25.2641,-3.77464
29.156,-11.0486
42.0053,3.62099
36.0992,-10.146
32.6021,-13.464
26.2767,0.129789
13.9245,-43.3271
39.5637,-10.1117
26.2776,0.129981
29.472,0.924986
31.0218,16.2553
35.5592,0.820363
26.8118,-5.43102
29.481,0.925068
44.4136,-4.01779
40.1349,0.409916
40.1351,0.409857
40.1172,0.441794
40.1351,0.409733
44.4137,-4.01747
14.617,-41.8669
26.0568,-34.2753
22.1212,-10.6277
26.0295,-37.8563
26.0295,-37.8563
43.3548,7.00473
38.9826,-1.17986
33.5429,-8.62151
37.3359,-0.394888
43.3544,7.00473
24.0421,-27.074
41.796,5.28448
27.7253,-32.6994
29.6809,-9.97268
41.7963,5.28438
27.4725,-10.6681
24.7179,-21.575
42.6699,5.11469
14.3587,-44.1216
23.1374,-26.2255
26.494,-5.08492
44.8042,-4.25517
36.4874,1.56101
26.4731,-5.07708
26.8899,-35.8389
27.1397,-30.3399
40.9098,10.1011
13.9399,-24.8295
43.3982,7.08443
23.2523,-28.7721
34.1119,5.01681
23.253,-28.7715
24.4833,-27.5874
36.7921,-9.78664
28.4866,-6.7008
34.1117,5.01582
43.3982,7.08443
23.2525,-28.7719
18.6738,-27.8772
22.3862,-23.6454
26.2804,-29.6518
14.6325,-43.0603
32.9423,-2.48849
22.3854,-23.6457
34.1242,-15.3065
34.1177,-15.3094
25.7496,-32.8307
27.0461,1.43425
36.3392,-21.9967
24.3864,-30.9855
36.3392,-21.9967
15.2112,-42.3789
32.1213,-17.5103
29.7886,-0.468714
26.1552,-36.7953
29.5106,-30.7817
36.7625,-16.8202
43.1405,7.73939
43.2172,7.45379
43.1281,7.81508
35.1783,3.57356
27.2352,-29.7824
41.2193,7.15103
45.0214,-14.8866
24.3598,-14.2301
29.7868,-30.4174
31.9785,-8.16216
16.0526,-40.129
16.047,-40.1323
26.7395,-3.62005
29.7822,-30.4142
27.3784,-10.0111
27.6094,-15.2536
27.4028,-13.7586
25.4735,0.846871
25.5317,0.93376
32.9474,-16.3105
34.8994,-16.0919
34.1296,-19.0845
34.8993,-16.092
34.1296,-19.0844
32.7862,-16.2422
38.1197,0.219948
31.9641,-17.9937
31.4928,-20.5963
31.4928,-20.5963
21.7839,-34.8804
19.6148,-27.768
25.9228,-35.7882
29.3805,-29.9665
20.2102,-33.3713
20.2099,-33.3712
27.0646,-10.9656
36.186,-6.09044
36.3086,7.35337
22.7464,-35.7212
15.877,-25.7409
24.788,-4.80988
24.1845,-31.5979
23.6752,-29.7668
23.7036,-29.6935
20.3623,-28.1768
25.9027,-28.1262
25.9027,-28.1261
27.0713,-35.5101
41.1079,9.13187
37.0767,10.6935
25.2027,-36.83
33.1466,-24.8884
41.8811,-9.01743
33.0421,-24.7424
41.8723,-9.01289
38.364,0.191342
24.2979,-36.6149
9.5236,17.7742
35.9977,12.2885
24.2489,-31.242
20.4121,-33.2757
25.2086,-34.6539
25.97,-35.4842
33.5453,-10.1531
35.7119,-22.453
28.5612,-35.3997
26.4325,-36.2985
27.6604,-36.7019
19.8069,-27.5539
27.6604,-36.7019
30.175,-30.5878
16.8164,-39.4582
21.0568,-27.152
41.1129,9.16126
23.1259,-20.7375
20.9662,-25.7235
29.3926,-11.0463
26.0186,-36.8498
21.9165,-35.0017
23.4621,-29.7855
21.0568,-27.152
22.3241,-35.388
21.3253,-18.1925
23.3051,-20.9504
26.1323,-36.7573
23.3047,-20.9509
23.3052,-20.9508
28.3749,-5.59651
41.4019,5.41372
28.4663,-5.65991
37.1997,-8.07399
28.27,-5.54922
27.8353,-22.5343
32.4352,18.7475
26.1324,-36.7573
28.2591,-26.542
24.3689,-14.1978
28.6024,-35.4933
23.7106,-35.0169
24.6305,4.44088
27.3477,-34.8186
27.3477,-34.8187
37.2855,-12.2602
24.6305,4.44088
16.2055,-16.3079
27.1021,-33.7949
27.744,-34.7902
38.327,-0.254801
22.5012,-21.474
23.6882,-24.386
25.7166,-34.7097
20.2757,-32.8993
28.8621,-33.4523
27.3242,-15.9457
27.2928,-16.0989
31.2043,-9.62241
19.5229,-27.6859
27.5722,-14.6608
36.7188,-25.6579
20.4484,-33.5285
35.5296,-0.764982
25.6698,-33.5795
41.1129,9.21002
26.6355,-24.5435
36.6929,12.1988
39.3052,13.9643
22.0904,-27.9531
39.3052,13.9643
36.6926,12.1986
33.0672,11.4191
38.803,-10.8177
27.7744,-20.7141
28.3302,-35.9482
22.0901,-27.9532
27.2974,-10.8851
21.7182,-34.3406
29.9832,-35.0288
24.4324,-28.2382
29.9832,-35.0289
26.0285,-8.71601
24.7159,-34.5207
24.4353,-28.2365
33.7696,-5.48703
26.3399,-36.65
25.8223,-34.597
27.4913,-38.1418
17.8563,-29.4612
32.0128,17.9353
38.726,-10.0023
25.4897,-32.7727
26.1944,-22.3905
34.2868,-7.43863
25.6326,-34.7754
25.6326,-34.7754
14.4893,-43.2621
40.576,5.24056
20.6692,-30.745
12.6426,-20.4847
22.3542,-35.1427
29.35,-19.2185
32.7126,-15.8304
20.6641,-30.7402
29.57,-35.4589
17.3859,-29.8651
35.86,-9.80645
19.124,-31.907
24.3834,-14.1927
28.6145,-31.5361
23.0633,-26.0858
26.1436,-24.6195
16.4313,-26.1643
29.781,-35.4142
43.3869,-5.24803
25.6868,-35.2283
26.3308,-24.5449
25.2923,-32.6052
22.1744,-26.7822
24.0419,-27.9212
37.1991,-13.4018
23.9347,-21.4426
22.3031,-28.0976
37.1991,-13.4015
38.9743,-9.772
31.47,-20.8238
20.8027,-27.4781
25.0482,-29.7747
25.0342,-29.7671
20.9953,-34.2309
38.2503,-14.8076
38.2504,-14.8073
38.2582,-14.7584
24.2581,-31.2362
23.1861,-23.3646
34.6435,-16.5665
16.5631,-26.2814
16.601,-26.1988
34.4451,-19.107
1.32595,-0.673322
19.8957,-30.2602
29.2373,-5.59706
9.6009,-22.5533
19.8957,-30.2603
34.4451,-19.1052
29.2326,-5.59822
23.0093,-32.3541
23.0093,-32.3541
22.3501,-28.128
22.3609,-28.1049
19.0638,-29.0207
22.3356,-27.9696
28.4688,-34.9579
32.4549,-17.291
25.2411,-35.5192
28.8422,-33.3928
32.4549,-17.2908
26.5077,-31.5421
20.9164,-34.2237
20.9165,-34.2245
36.7074,-25.7818
23.5602,-36.1237
16.0929,-40.0792
19.0697,-30.1646
9.5132,-22.5226
23.0075,-26.2191
22.1461,-15.7273
9.0517,-23.0586
25.7772,-15.4874
25.8264,-15.9459
32.7415,-17.0238
9.5132,-22.5226
9.71306,-22.3469
21.6956,-16.2482
36.9277,-13.4674
21.5089,-23.6085
27.0331,-33.535
27.0287,-33.5348
16.9273,-28.1027
30.8778,-18.5036
21.5089,-23.6085
36.9277,-13.4674
40.3298,-10.8621
23.9688,-36.2742
24.2184,-34.5962
32.9792,-15.7759
22.8713,-24.7541
37.266,-12.9238
32.5398,-18.0941
26.3302,-37.1337
25.5987,-15.2203
29.1477,-5.11478
22.596,-27.4087
25.4742,-32.6063
16.1209,-40.0091
34.1797,1.15475
28.1288,-22.338
28.1978,-22.3613
37.5302,14.1426
27.4904,-38.1734
27.4904,-38.1734
20.7598,-35.7779
27.4923,-38.1724
20.7601,-35.7778
23.8507,-36.3063
27.6099,-35.294
25.8415,-15.7689
25.5628,-15.1309
21.5584,-16.8903
23.8507,-36.3063
27.6099,-35.294
15.6499,-40.3063
15.6501,-40.3058
15.766,-40.5128
30.3901,14.181
23.074,-28.2062
30.3901,14.181
27.379,-28.4516
27.6795,-18.6773
24.7013,-26.8814
25.1389,-32.1813
30.5561,-18.7558
25.8915,-16.1781
25.9202,-16.2014
28.2842,-28.3069
30.2939,-34.8049
30.2941,-34.8011
30.3693,-34.7817
28.3933,-31.8152
24.6508,-31.7289
29.3911,-5.42537
23.4911,-29.0947
30.9685,-9.8711
30.9092,17.6033
21.4093,-29.1776
26.1162,-16.8868
-6.51636,20.5578
26.117,-16.8879
27.3826,-18.9337
37.4092,-7.664
27.4188,-14.9662
29.3355,-33.9819
28.2574,-34.9597
35.4551,-8.192
28.7984,-34.4659
38.3109,-11.9672
29.5853,-34.3683
43.3194,-3.0151
29.5854,-34.3682
34.2409,-9.39347
36.883,-8.60745
17.7682,-27.4204
26.1365,-17.1387
33.4814,-17.6731
30.4917,14.1202
23.984,-17.5008
29.6034,-34.3075
37.8416,1.64843
22.7634,-21.4379
33.988,-25.6406
27.558,-17.8573
27.5572,-17.8567
24.1332,-29.2437
26.1644,-33.5326
28.0883,-30.599
27.9191,-10.9424
28.3547,-10.4758
36.8081,-13.5427
36.5426,-21.7541
44.2318,3.58865
44.2319,3.5887
35.2911,-11.655
35.2911,-11.655
35.3201,-10.0339
31.0628,-9.88791
35.3204,-10.0326
26.0322,-27.7456
28.7798,0.186081
35.4347,-17.3941
23.2661,-3.58989
43.4693,-4.95501
37.0244,-17.4962
37.0284,-17.4991
46.4411,-2.59533
35.5041,-26.52
27.5392,-18.2351
27.5597,-17.9027
27.5388,-18.235
27.5597,-17.9027
27.5421,-18.2324
40.127,2.40953
40.0523,2.17864
44.726,-1.72278
22.2785,-22.5091
-11.2407,-4.83479
29.809,-31.9131
35.3912,-17.5187
24.5462,-37.0587
16.1212,-30.848
28.3904,-26.1381
31.9457,-16.694
29.8053,-31.9144
26.6713,-32.7711
40.595,4.06109
44.7405,-0.152536
40.595,4.06107
26.4465,-4.52864
41.0328,4.4567
21.4684,-29.0708
26.9938,-33.5069
31.8873,-15.9772
15.7842,-40.2841
28.8053,-31.4743
38.2514,-14.9537
28.8053,-31.4743
26.7394,-0.031916
37.2617,-11.6335
37.4441,-17.3888
37.2617,-11.6335
28.8852,-30.7172
23.9536,-23.4283
28.8851,-30.7172
42.6142,-3.72379
41.9368,-5.41969
28.2938,-28.2975
29.686,-34.3941
33.0316,-6.17347
25.4774,-6.92052
41.133,-11.1051
37.2348,-17.4879
41.133,-11.1051
36.482,-2.67572
33.2109,-15.4933
42.0402,2.05592
33.5281,-23.0158
40.5453,12.7518
35.6969,-17.1698
14.3755,-43.376
27.6195,-14.9125
27.6191,-14.8083
32.2221,16.1186
42.2906,4.95339
42.2905,4.9534
32.9571,-16.1917
27.0219,-33.8681
37.2803,-17.0583
42.2904,4.95344
42.2871,4.9259
21.5127,-16.4781
42.0155,-3.89109
44.3301,-4.17098
43.3254,-1.86884
29.3797,0.370275
35.1833,4.19108
24.1947,-24.6886
37.2789,-17.0189
27.793,-15.2735
41.9772,-3.07963
23.6747,-16.1023
34.3478,-16.5745
31.8187,-3.10111
23.6749,-16.1023
33.9634,-4.0896
38.1077,-5.36244
41.753,0.0524743
38.1078,-5.36246
28.888,-13.271
34.0314,-4.05071
35.0342,-26.8527
40.206,12.6891
38.3002,-10.181
40.6537,7.33101
42.4013,4.57312
42.4013,4.57309
36.778,12.4118
14.904,-42.9145
44.9701,-1.83642
43.3691,-2.29887
25.8772,-2.84418
29.5136,-5.46485
45.2199,-3.46122
45.2199,-3.46124
44.7168,5.04633
28.8646,-13.299
38.6091,-7.79772
40.9665,-11.1231
28.744,-14.1846
42.4323,4.68552
30.5119,-32.7598
30.5573,-32.6599
29.3725,-4.84068
23.7252,-16.2649
23.8414,-16.4208
29.3863,-4.81303
29.3724,-4.84071
37.5659,-7.89428
37.5659,-7.89427
33.1357,-2.2545
37.5676,-7.89464
14.4853,-43.3441
39.1318,13.3764
38.8014,12.7338
43.7838,-3.57367
43.7838,-3.5737
28.7783,-13.2093
30.1133,-14.0916
35.8685,-11.7639
41.8643,-3.75365
35.8687,-11.7642
38.1484,-8.3753
38.2372,-8.39492
34.2499,-9.31707
29.4036,-7.51656
46.7588,5.78987
41.9782,-1.7141
46.7589,5.78977
29.4803,-14.4901
28.8311,-14.3869
33.7484,-22.9277
33.7533,-22.9362
44.2749,-2.32542
45.0667,-15.0478
45.0542,-15.0418
21.7876,-19.2703
46.7494,5.8888
45.0004,-14.8917
43.8247,9.78512
42.2416,-5.20929
43.8243,9.78043
46.6034,5.83822
28.8275,-27.0302
28.8406,-27.0242
32.0641,-17.1337
32.0531,-17.102
29.8955,-13.1749
21.5167,-16.4755
29.8191,-14.0554
46.4725,5.80208
36.6507,4.46208
15.2698,-30.6773
33.7435,-25.5176
28.6352,-22.5172
19.2774,-24.5727
29.5618,-19.5137
29.5618,-19.5137
23.7023,-10.3595
38.0272,-5.4993
31.4887,18.8553
35.1799,-6.7516
33.8349,-6.93326
15.2102,-24.7348
15.3065,-24.6703
15.2101,-24.7366
33.9439,-22.7733
32.1083,-5.72453
34.9687,1.57373
27.0864,-35.3706
27.0992,-23.5633
29.0139,1.61752
25.2835,-33.7503
27.0994,-23.5647
31.0274,-18.3406
18.3675,-28.669
40.4592,-2.25257
38.0369,-8.61025
39.8372,1.11482
30.955,17.7639
43.7099,8.7993
43.7103,8.79952
32.0817,-5.62187
29.4326,0.435736
16.366,-20.8267
29.4327,0.43588
29.3216,7.75457
31.0686,9.16954
36.9177,4.69467
31.0693,9.17279
22.2323,-31.5062
22.2418,-31.5204
35.6967,-11.2714
38.7047,-1.5091
3.55461,34.1862
3.55451,34.1867
18.4532,-25.3274
32.5516,1.75506
18.9876,-28.6139
39.0055,5.01696
27.0172,-24.2483
29.4914,-9.71944
19.8084,-24.9386
43.8428,8.87557
43.843,8.8751
41.5308,7.06603
43.8417,8.87519
43.8586,8.86151
26.8489,-20.7659
26.8494,-20.7661
36.0687,-25.6813
9.85888,-25.0125
9.85889,-25.0126
36.9657,9.52559
9.85883,-25.0126
13.487,-22.6396
27.0583,-30.43
28.5113,6.01225
46.5576,5.84114
38.0891,14.7915
31.9521,-5.80427
46.587,5.83465
46.5576,5.84114
46.5691,5.85162
28.457,5.99604
28.4462,5.9881
28.5112,6.01225
34.7758,6.70995
35.3549,9.2137
33.5348,6.97054
25.8902,-0.562423
14.0912,-29.3718
18.3659,-29.9674
17.073,-25.5287
35.3124,3.06801
35.3634,9.21663
31.9221,-15.1612
46.6071,5.83949
35.5113,-8.23835
35.4845,8.95636
15.074,-37.23
46.6071,5.8393
31.9221,-15.1612
39.4049,-10.1901
39.485,-10.1713
26.0651,-24.7875
34.0454,6.72984
34.6753,-17.5891
25.8275,-0.498598
46.5272,5.81878
28.4245,-21.4538
46.5271,5.81867
46.5554,5.83047
34.3831,6.44976
14.1659,-24.5445
34.3831,6.4499
14.1659,-24.5444
44.9374,-1.81874
13.9161,-23.4552
41.7029,7.64272
41.7103,7.63889
35.9662,4.85035
35.9667,4.83589
29.9553,-14.1543
28.7666,-2.87296
33.5305,13.4637
27.2143,1.8424
15.8105,-17.6861
16.257,-29.598
17.0808,-31.7296
17.3668,-28.6365
16.6867,-29.3262
15.8105,-17.6861
15.3422,-26.4843
47.2931,-0.914063
22.7514,-1.76735
11.3832,-23.2271
29.2068,7.50279
26.8291,-21.9471
11.3837,-23.226
29.2068,7.50361
22.7509,-1.76738
18.3467,-23.2266
9.77795,-24.6424
9.66078,-24.8345
33.7584,-9.8005
18.3467,-23.2264
15.5482,-25.0149
42.904,7.94352
42.0668,5.24622
24.9963,-2.65693
42.0669,5.24604
42.9034,7.94366
13.2797,-23.201
13.2797,-23.201
28.1423,-34.902
13.5935,-24.0477
31.4155,13.531
17.0781,-26.9158
15.2945,-30.5296
27.3151,-22.5904
28.003,-21.306
15.155,-27.8217
20.2392,-28.3841
19.942,-27.4739
15.0956,-27.9652
16.0724,-23.3944
16.0887,-23.3928
16.0776,-23.3938
15.0956,-27.9642
16.1413,-21.6088
17.6884,-28.4502
16.5536,-18.8827
19.7225,-19.9616
16.9721,-29.6888
17.3807,-29.8847
38.6107,6.35507
37.5219,1.4264
18.4033,-23.2482
32.9892,-4.34317
40.2103,2.07093
14.7008,-27.3746
18.4031,-23.2484
11.953,-22.651
16.1685,-29.3091
29.9191,-13.1136
13.6116,-27.758
40.2288,5.78818
22.3529,-27.1583
22.3529,-27.1583
18.1146,-29.8864
19.4631,-18.4031
15.3561,-26.8304
24.7872,-2.0285
24.7872,-2.0285
29.3755,-13.1659
15.7839,-17.27
27.9599,-33.6333
22.8661,-22.8216
39.2051,-11.1051
11.6136,-25.7535
22.8662,-22.8217
27.9599,-33.6333
36.3064,4.81492
14.4692,-29.817
24.79,-1.88074
34.9531,-4.88291
14.3283,-29.7864
34.9463,-4.88073
24.8851,-1.76599
27.6748,-0.696319
24.8851,-1.76599
29.0777,-27.0461
37.4247,1.90424
33.5718,14.6036
33.5718,14.6037
37.7287,-12.4601
33.6425,12.0057
15.6621,-19.5379
19.6556,-24.8023
17.4637,-24.5375
15.0212,-17.5553
25.9583,-6.84305
15.0212,-17.5554
17.4637,-24.5376
17.4747,-24.556
15.6759,-27.6664
27.1118,-23.765
14.5452,-28.523
25.3713,-22.0373
45.2622,-3.62082
39.1562,1.38831
36.02,-5.77728
20.5011,-28.5121
15.4511,-25.4887
-9.72045,36.2278
-9.72045,36.2278
31.0516,1.93289
19.7972,-33.7653
19.8009,-33.7663
34.8948,2.11663
15.1828,-28.1036
36.3155,2.47493
42.4934,-4.89511
15.0031,-18.2633
36.6009,12.036
25.482,-0.645277
36.3154,2.47457
36.402,5.59007
36.0177,3.43299
42.9334,-2.95787
36.2766,2.39299
37.0221,-11.9723
25.8877,-23.0081
14.1251,-19.6197
44.6573,-4.34678
13.9068,-25.4807
36.2448,-21.9492
40.043,11.2061
31.0843,0.218248
36.2448,-21.9491
22.4342,-24.4211
14.6118,22.4961
33.8324,6.54827
35.518,7.96059
26.8642,1.29736
22.9684,-23.0347
23.0233,-22.9804
26.8642,1.29736
14.3106,-43.4388
32.7518,12.8737
14.9035,-24.7553
33.6145,-9.94738
33.6143,-9.94764
16.4917,-29.7207
28.5809,-12.2918
26.2718,-24.8515
16.4925,-29.7225
27.1984,-30.3773
16.3321,-27.469
17.4336,-19.5044
18.8453,-31.4324
37.4574,7.62012
33.4513,-4.88364
30.3176,11.5225
21.1832,-29.1209
21.1832,-29.1203
32.54,-13.4297
19.2289,-24.702
30.838,-11.5575
24.8403,-2.07516
32.5897,-13.3666
30.838,-11.5575
9.70579,-24.7966
19.4758,-29.9421
17.0364,-31.6248
17.0364,-31.6247
-41.4134,10.1348
15.0399,-30.7612
-41.4126,10.1354
24.9326,-2.33653
12.3498,-24.0093
24.9326,-2.33653
21.244,-9.78208
15.2837,-26.092
15.5461,-21.8308
26.6387,-32.1113
26.6387,-32.1113
12.9839,-27.8709
17.0727,-19.4019
35.9311,5.46856
17.3605,-24.8073
45.372,0.404521
28.0464,-26.5508
45.372,0.404521
27.4145,-20.3899
15.052,-37.2395
27.4144,-20.39
14.1734,-26.2587
15.3501,-19.0336
31.4966,11.0973
15.3501,-19.0336
14.9797,-19.4429
29.7607,12.8512
14.4926,-28.3796
17.4994,-24.6866
42.6441,-3.05757
21.7085,-32.1031
37.3045,0.756023
30.707,14.8494
15.9136,-21.5969
24.6085,-21.5709
17.769,26.03
37.3078,6.01191
37.3079,6.01195
37.307,6.0119
29.5633,11.9328
33.0841,12.6767
14.8059,-19.6153
31.7778,12.0094
31.8675,12.032
26.1126,-23.5798
33.8655,13.6349
13.9822,-29.2975
22.9292,22.9994
36.448,11.7877
27.9718,-23.3071
27.3824,-23.4859
39.4484,-6.47918
-2.84521,5.34799
13.6576,-24.4719
35.1206,3.95775
15.6885,-24.4031
13.2187,-20.9298
19.5427,-28.4483
19.5429,-28.4501
28.636,-12.2434
29.0446,-8.5911
24.6795,-2.66136
11.9396,-22.9186
29.615,10.3383
10.7304,-19.1822
25.5125,-0.622616
9.81544,-24.3944
33.9206,-22.7675
15.3415,-30.4329
16.9427,-19.4103
14.998,-30.367
15.1813,-24.7874
29.8671,12.9787
34.427,-7.82564
25.973,-23.2289
32.8372,7.77124
34.4264,-7.82581
10.4959,-23.5333
30.8862,19.3453
10.2816,-20.5595
26.4497,-23.352
19.7518,-30.1885
22.9247,-22.3178
14.6104,-26.7913
39.4085,-10.7984
39.4069,-10.8024
14.449,-43.1031
33.2438,-25.0564
12.4654,-24.0642
15.5345,-17.2045
15.8982,-18.8943
23.9171,-22.9725
34.367,6.50838
17.7639,-28.0045
25.1211,-2.8404
25.1213,-2.84051
32.83,7.79958
38.0485,12.4839
34.592,10.877
37.1809,13.9578
14.4207,-22.1707
14.4074,-22.1797
14.6066,-30.0677
9.82165,-25.2757
34.7923,-1.58177
28.6009,-2.88724
15.5261,-17.1675
35.5502,12.6052
15.5256,-17.1632
28.6018,-2.88721
44.0369,-3.57716
16.4223,-29.961
47.0405,-1.52536
14.2624,-23.3121
47.0434,-1.51617
31.2759,-9.73386
26.3536,-1.76465
27.3983,-10.6414
33.6324,-5.50845
14.3129,-21.1938
27.3982,-10.6415
33.6324,-5.50853
16.0435,-17.9441
15.8058,-25.1322
32.3527,-15.5886
11.4253,-21.6799
11.4253,-21.6799
11.4253,-21.6799
22.2777,-31.4122
11.4253,-21.6799
11.343,-21.1991
37.1722,3.93842
27.8995,-0.480304
37.1741,3.93637
23.5543,-23.8277
27.857,-27.2207
14.7975,-28.1145
29.0679,-8.85193
11.7302,-23.9426
22.3422,-21.7862
19.1343,-24.4527
20.6269,-32.4531
20.6269,-32.4531
26.2003,-9.41651
18.5838,-28.5376
26.5712,-35.8005
29.0155,-13.4429
21.9428,-9.76234
35.5407,-10.1267
30.9659,17.7974
25.513,-3.51656
13.6932,-22.7135
35.3054,8.07171
25.5114,-3.51603
28.5224,-27.8488
34.0512,11.4331
-12.7583,-4.64035
37.6165,0.584707
34.0512,11.4331
42.2648,-2.56532
34.697,11.6971
22.0775,-9.58229
28.6491,-23.5415
13.9001,-27.8649
29.2959,-8.30029
-30.57,-15.0718
30.6784,1.99321
39.2321,-3.99032
30.6793,1.99358
12.2366,-21.0915
34.616,6.44941
34.6168,6.447
33.797,-1.59789
40.4031,1.39399
39.5714,0.820115
36.3492,7.2546
32.5137,10.7456
22.0891,-9.56715
28.8562,-3.04334
38.5316,5.97291
38.5307,5.97563
14.3848,-43.3888
38.9217,12.6143
28.7094,-23.5255
42.5119,-2.86304
12.9676,-23.2498
36.2686,3.19901
36.2686,3.19894
20.4431,-28.4238
25.7257,-2.53185
30.8986,19.0312
30.8996,17.8653
28.7334,11.5182
31.7892,11.1334
22.049,-9.57572
36.1305,-5.79599
32.2386,-9.92101
15.218,-26.7139
40.1405,1.25936
32.2386,-9.92101
14.4219,-29.7739
27.101,0.854219
27.1083,0.869458
37.1416,7.06056
32.7215,-13.7352
28.2546,1.12402
27.7251,-32.4948
14.0448,-17.8781
34.0277,10.9829
36.1263,-25.3729
36.1263,-25.3732
37.413,6.6583
33.7662,5.12091
31.1671,14.1046
42.6601,-2.34229
33.7706,5.12139
20.8078,-9.48557
20.8078,-9.48557
30.0286,11.4503
32.8987,12.4693
40.9807,12.8818
33.4619,14.7402
37.1935,10.8332
17.6789,-24.4602
12.8868,-21.3018
31.7511,-11.1408
27.0689,-9.26839
33.7011,-16.8326
36.8091,5.68194
33.7011,-16.8332
34.177,-1.4943
27.0688,-9.26847
29.8737,11.8355
45.6773,-3.95811
26.5695,-0.488583
26.4418,-0.501198
28.2446,-9.60244
32.7279,15.8514
18.2002,-29.337
