country,year,value
Faroe Islands,1989,0
Faroe Islands,1990,0
Faroe Islands,1991,0
Faroe Islands,1992,0
Faroe Islands,1993,0
Faroe Islands,1994,0
Faroe Islands,1995,0
Faroe Islands,1996,0
Faroe Islands,1997,0
Faroe Islands,1998,0
Faroe Islands,1999,0
Faroe Islands,2000,0
Faroe Islands,2001,0
Faroe Islands,2002,0
Faroe Islands,2003,1780.24344
Faroe Islands,2004,0
Faroe Islands,2005,0
Faroe Islands,2006,0
Faroe Islands,2007,0
Faroe Islands,2008,0
Faroe Islands,2009,0
Faroe Islands,2010,0
Faroe Islands,2011,0
Faroe Islands,2012,0
Faroe Islands,2013,0
Faroe Islands,2014,0
Faroe Islands,2015,0
Faroe Islands,2016,0
Faroe Islands,2017,0
"Micronesia, Fed. Sts.",1960,0
"Micronesia, Fed. Sts.",1961,0
"Micronesia, Fed. Sts.",1962,0
"Micronesia, Fed. Sts.",1963,0
"Micronesia, Fed. Sts.",1964,0
"Micronesia, Fed. Sts.",1965,0
"Micronesia, Fed. Sts.",1966,0
"Micronesia, Fed. Sts.",1967,0
"Micronesia, Fed. Sts.",1968,0
"Micronesia, Fed. Sts.",1969,0
"Micronesia, Fed. Sts.",1970,0
"Micronesia, Fed. Sts.",1971,0
"Micronesia, Fed. Sts.",1972,0
"Micronesia, Fed. Sts.",1973,0
"Micronesia, Fed. Sts.",1974,0
"Micronesia, Fed. Sts.",1975,0
"Micronesia, Fed. Sts.",1976,0
"Micronesia, Fed. Sts.",1977,0
"Micronesia, Fed. Sts.",1978,0
"Micronesia, Fed. Sts.",1979,0
"Micronesia, Fed. Sts.",1980,0
"Micronesia, Fed. Sts.",1981,0
"Micronesia, Fed. Sts.",1982,0
"Micronesia, Fed. Sts.",1983,0
"Micronesia, Fed. Sts.",1984,0
"Micronesia, Fed. Sts.",1985,0
"Micronesia, Fed. Sts.",1986,0
"Micronesia, Fed. Sts.",1987,0
"Micronesia, Fed. Sts.",1988,0
"Micronesia, Fed. Sts.",1989,0
"Micronesia, Fed. Sts.",1990,0
"Micronesia, Fed. Sts.",1991,0
"Micronesia, Fed. Sts.",1992,0
"Micronesia, Fed. Sts.",1993,0
"Micronesia, Fed. Sts.",1994,0
"Micronesia, Fed. Sts.",1995,0
"Micronesia, Fed. Sts.",1996,0
"Micronesia, Fed. Sts.",1997,0
"Micronesia, Fed. Sts.",1998,0
"Micronesia, Fed. Sts.",1999,0
"Micronesia, Fed. Sts.",2000,0
"Micronesia, Fed. Sts.",2001,0
"Micronesia, Fed. Sts.",2002,0
"Micronesia, Fed. Sts.",2003,0
"Micronesia, Fed. Sts.",2004,0
"Micronesia, Fed. Sts.",2005,0
"Micronesia, Fed. Sts.",2006,0
"Micronesia, Fed. Sts.",2007,0
"Micronesia, Fed. Sts.",2008,0
"Micronesia, Fed. Sts.",2009,0
"Micronesia, Fed. Sts.",2010,0
"Micronesia, Fed. Sts.",2011,0
"Micronesia, Fed. Sts.",2012,0
"Micronesia, Fed. Sts.",2013,0
"Micronesia, Fed. Sts.",2014,0
"Micronesia, Fed. Sts.",2015,0
"Micronesia, Fed. Sts.",2016,0
"Micronesia, Fed. Sts.",2017,0
Gabon,1960,0
Gabon,1961,0
Gabon,1962,0
Gabon,1963,0
Gabon,1964,0
Gabon,1965,0
Gabon,1966,0
Gabon,1967,0
Gabon,1968,0
Gabon,1969,0
Gabon,1970,0
Gabon,1971,0
Gabon,1972,0
Gabon,1973,0
Gabon,1974,0
Gabon,1975,0
Gabon,1976,0
Gabon,1977,0
Gabon,1978,0
Gabon,1979,0
Gabon,1980,0
Gabon,1981,0
Gabon,1982,0
Gabon,1983,0
Gabon,1984,0
Gabon,1985,0
Gabon,1986,0
Gabon,1987,0
Gabon,1988,0
Gabon,1989,0
Gabon,1990,0
Gabon,1991,0
Gabon,1992,0
Gabon,1993,0
Gabon,1994,0
Gabon,1995,0
Gabon,1996,0
Gabon,1997,0
Gabon,1998,0
Gabon,1999,0
Gabon,2000,0
Gabon,2001,0
Gabon,2002,0
Gabon,2003,0
Gabon,2004,0
Gabon,2005,0
Gabon,2006,0
Gabon,2007,0
Gabon,2008,0
Gabon,2009,0
Gabon,2010,0
Gabon,2011,0
Gabon,2012,0
Gabon,2013,0
Gabon,2014,0
Gabon,2015,0
Gabon,2016,0
Gabon,2017,0
United Kingdom,1960,0
United Kingdom,1961,0
United Kingdom,1962,0
United Kingdom,1963,0
United Kingdom,1964,0
United Kingdom,1965,0
United Kingdom,1966,0
United Kingdom,1967,0
United Kingdom,1968,0
United Kingdom,1969,0
United Kingdom,1970,0
United Kingdom,1971,0
United Kingdom,1972,0
United Kingdom,1973,0
United Kingdom,1974,0
United Kingdom,1975,0
United Kingdom,1976,0
United Kingdom,1977,0
United Kingdom,1978,0
United Kingdom,1979,0
United Kingdom,1980,0
United Kingdom,1981,0
United Kingdom,1982,0
United Kingdom,1983,0
United Kingdom,1984,0
United Kingdom,1985,0
United Kingdom,1986,0
United Kingdom,1987,0
United Kingdom,1988,0
United Kingdom,1989,0
United Kingdom,1990,0
United Kingdom,1991,0
United Kingdom,1992,0
United Kingdom,1993,0
United Kingdom,1994,0
United Kingdom,1995,0
United Kingdom,1996,2492.02289
United Kingdom,1997,2499.68342
United Kingdom,1998,2697.05988
United Kingdom,1999,2856.79052
United Kingdom,2000,2897.28334
United Kingdom,2001,3082.99185
United Kingdom,2002,3341.63327
United Kingdom,2003,3638.88524
United Kingdom,2004,3825.95705
United Kingdom,2005,4128.8698
United Kingdom,2006,4188.19153
United Kingdom,2007,4131.53362
United Kingdom,2008,4083.85884
United Kingdom,2009,4116.35039
United Kingdom,2010,4091.17544
United Kingdom,2011,3979.3842
United Kingdom,2012,4029.27837
United Kingdom,2013,4185.68935
United Kingdom,2014,4299.36273
United Kingdom,2015,4470.78388
United Kingdom,2016,0
United Kingdom,2017,0
Georgia,1960,0
Georgia,1961,0
Georgia,1962,0
Georgia,1963,0
Georgia,1964,0
Georgia,1965,0
Georgia,1966,0
Georgia,1967,0
Georgia,1968,0
Georgia,1969,0
Georgia,1970,0
Georgia,1971,0
Georgia,1972,0
Georgia,1973,0
Georgia,1974,0
Georgia,1975,0
Georgia,1976,0
Georgia,1977,0
Georgia,1978,0
Georgia,1979,0
Georgia,1980,0
Georgia,1981,0
Georgia,1982,0
Georgia,1983,0
Georgia,1984,0
Georgia,1985,0
Georgia,1986,0
Georgia,1987,0
Georgia,1988,0
Georgia,1989,0
Georgia,1990,0
Georgia,1991,0
Georgia,1992,0
Georgia,1993,0
Georgia,1994,0
Georgia,1995,0
Georgia,1996,0
Georgia,1997,0
Georgia,1998,0
Georgia,1999,0
Georgia,2000,0
Georgia,2001,0
Georgia,2002,0
Georgia,2003,0
Georgia,2004,0
Georgia,2005,0
Georgia,2006,0
Georgia,2007,0
Georgia,2008,0
Georgia,2009,0
Georgia,2010,0
Georgia,2011,0
Georgia,2012,0
Georgia,2013,561.63442
Georgia,2014,1059.61573
Georgia,2015,1288.26555
Georgia,2016,0
Georgia,2017,0
Ghana,1960,0
Ghana,1961,0
Ghana,1962,0
Ghana,1963,0
Ghana,1964,0
Ghana,1965,0
Ghana,1966,0
Ghana,1967,0
Ghana,1968,0
Ghana,1969,0
Ghana,1970,0
Ghana,1971,0
Ghana,1972,0
Ghana,1973,0
Ghana,1974,0
Ghana,1975,0
Ghana,1976,0
Ghana,1977,0
Ghana,1978,0
Ghana,1979,0
Ghana,1980,0
Ghana,1981,0
Ghana,1982,0
Ghana,1983,0
Ghana,1984,0
Ghana,1985,0
Ghana,1986,0
Ghana,1987,0
Ghana,1988,0
Ghana,1989,0
Ghana,1990,0
Ghana,1991,0
Ghana,1992,0
Ghana,1993,0
Ghana,1994,0
Ghana,1995,0
Ghana,1996,0
Ghana,1997,0
Ghana,1998,0
Ghana,1999,0
Ghana,2000,0
Ghana,2001,0
Ghana,2002,0
Ghana,2003,0
Ghana,2004,0
Ghana,2005,0
Ghana,2006,0
Ghana,2007,17.41385
Ghana,2008,0
Ghana,2009,0
Ghana,2010,38.67959
Ghana,2011,0
Ghana,2012,0
Ghana,2013,0
Ghana,2014,0
Ghana,2015,0
Ghana,2016,0
Ghana,2017,0
Gibraltar,1960,0
Gibraltar,1961,0
Gibraltar,1962,0
Gibraltar,1963,0
Gibraltar,1964,0
Gibraltar,1965,0
Gibraltar,1966,0
Gibraltar,1967,0
Gibraltar,1968,0
Gibraltar,1969,0
Gibraltar,1970,0
Gibraltar,1971,0
Gibraltar,1972,0
Gibraltar,1973,0
Gibraltar,1974,0
Gibraltar,1975,0
Gibraltar,1976,0
Gibraltar,1977,0
Gibraltar,1978,0
Gibraltar,1979,0
Gibraltar,1980,0
Gibraltar,1981,0
Gibraltar,1982,0
Gibraltar,1983,0
Gibraltar,1984,0
Gibraltar,1985,0
Gibraltar,1986,0
Gibraltar,1987,0
Gibraltar,1988,0
Gibraltar,1989,0
Gibraltar,1990,0
Gibraltar,1991,0
Gibraltar,1992,0
Gibraltar,1993,0
Gibraltar,1994,0
Gibraltar,1995,0
Gibraltar,1996,0
Gibraltar,1997,0
Gibraltar,1998,0
Gibraltar,1999,0
Gibraltar,2000,0
Gibraltar,2001,0
Gibraltar,2002,0
Gibraltar,2003,0
Gibraltar,2004,0
Gibraltar,2005,0
Gibraltar,2006,0
Gibraltar,2007,0
Gibraltar,2008,0
Gibraltar,2009,0
Gibraltar,2010,0
Gibraltar,2011,0
Gibraltar,2012,0
Gibraltar,2013,0
Gibraltar,2014,0
Gibraltar,2015,0
Gibraltar,2016,0
Gibraltar,2017,0
Guinea,1960,0
Guinea,1961,0
Guinea,1962,0
Guinea,1963,0
Guinea,1964,0
Guinea,1965,0
Guinea,1966,0
Guinea,1967,0
Guinea,1968,0
Guinea,1969,0
Guinea,1970,0
Guinea,1971,0
Guinea,1972,0
Guinea,1973,0
Guinea,1974,0
Guinea,1975,0
Guinea,1976,0
Guinea,1977,0
Guinea,1978,0
Guinea,1979,0
Guinea,1980,0
Guinea,1981,0
Guinea,1982,0
Guinea,1983,0
Guinea,1984,0
Guinea,1985,0
Guinea,1986,0
Guinea,1987,0
Guinea,1988,0
Guinea,1989,0
Guinea,1990,0
Guinea,1991,0
Guinea,1992,0
Guinea,1993,0
Guinea,1994,0
Guinea,1995,0
Guinea,1996,0
Guinea,1997,0
Guinea,1998,0
Guinea,1999,0
Guinea,2000,0
Guinea,2001,0
Guinea,2002,0
Guinea,2003,0
Guinea,2004,0
Guinea,2005,0
Guinea,2006,0
Guinea,2007,0
Guinea,2008,0
Guinea,2009,0
Guinea,2010,0
Guinea,2011,0
Guinea,2012,0
Guinea,2013,0
Guinea,2014,0
Guinea,2015,0
Guinea,2016,0
Guinea,2017,0
"Gambia, The",1960,0
"Gambia, The",1961,0
"Gambia, The",1962,0
"Gambia, The",1963,0
"Gambia, The",1964,0
"Gambia, The",1965,0
"Gambia, The",1966,0
"Gambia, The",1967,0
"Gambia, The",1968,0
"Gambia, The",1969,0
"Gambia, The",1970,0
"Gambia, The",1971,0
"Gambia, The",1972,0
"Gambia, The",1973,0
"Gambia, The",1974,0
"Gambia, The",1975,0
"Gambia, The",1976,0
"Gambia, The",1977,0
"Gambia, The",1978,0
"Gambia, The",1979,0
"Gambia, The",1980,0
"Gambia, The",1981,0
"Gambia, The",1982,0
"Gambia, The",1983,0
"Gambia, The",1984,0
"Gambia, The",1985,0
"Gambia, The",1986,0
"Gambia, The",1987,0
"Gambia, The",1988,0
"Gambia, The",1989,0
"Gambia, The",1990,0
"Gambia, The",1991,0
"Gambia, The",1992,0
"Gambia, The",1993,0
"Gambia, The",1994,0
"Gambia, The",1995,0
"Gambia, The",1996,0
"Gambia, The",1997,0
"Gambia, The",1998,0
"Gambia, The",1999,0
"Gambia, The",2000,0
"Gambia, The",2001,0
"Gambia, The",2002,0
"Gambia, The",2003,0
"Gambia, The",2004,0
"Gambia, The",2005,0
"Gambia, The",2006,0
"Gambia, The",2007,0
"Gambia, The",2008,97.68401
"Gambia, The",2009,109.21967
"Gambia, The",2010,0
"Gambia, The",2011,33.50296
"Gambia, The",2012,0
"Gambia, The",2013,0
"Gambia, The",2014,0
"Gambia, The",2015,0
"Gambia, The",2016,0
"Gambia, The",2017,0
Guinea-Bissau,1960,0
Guinea-Bissau,1961,0
Guinea-Bissau,1962,0
Guinea-Bissau,1963,0
Guinea-Bissau,1964,0
Guinea-Bissau,1965,0
Guinea-Bissau,1966,0
Guinea-Bissau,1967,0
Guinea-Bissau,1968,0
Guinea-Bissau,1969,0
Guinea-Bissau,1970,0
Guinea-Bissau,1971,0
Guinea-Bissau,1972,0
Guinea-Bissau,1973,0
Guinea-Bissau,1974,0
Guinea-Bissau,1975,0
Guinea-Bissau,1976,0
Guinea-Bissau,1977,0
Guinea-Bissau,1978,0
Guinea-Bissau,1979,0
Guinea-Bissau,1980,0
Guinea-Bissau,1981,0
Guinea-Bissau,1982,0
Guinea-Bissau,1983,0
Guinea-Bissau,1984,0
Guinea-Bissau,1985,0
Guinea-Bissau,1986,0
Guinea-Bissau,1987,0
Guinea-Bissau,1988,0
Guinea-Bissau,1989,0
Guinea-Bissau,1990,0
Guinea-Bissau,1991,0
Guinea-Bissau,1992,0
Guinea-Bissau,1993,0
Guinea-Bissau,1994,0
Guinea-Bissau,1995,0
Guinea-Bissau,1996,0
Guinea-Bissau,1997,0
Guinea-Bissau,1998,0
Guinea-Bissau,1999,0
Guinea-Bissau,2000,0
Guinea-Bissau,2001,0
Guinea-Bissau,2002,0
Guinea-Bissau,2003,0
Guinea-Bissau,2004,0
Guinea-Bissau,2005,0
Guinea-Bissau,2006,0
Guinea-Bissau,2007,0
Guinea-Bissau,2008,0
Guinea-Bissau,2009,0
Guinea-Bissau,2010,0
Guinea-Bissau,2011,0
Guinea-Bissau,2012,0
Guinea-Bissau,2013,0
Guinea-Bissau,2014,0
Guinea-Bissau,2015,0
Guinea-Bissau,2016,0
Guinea-Bissau,2017,0
Equatorial Guinea,1960,0
Equatorial Guinea,1961,0
Equatorial Guinea,1962,0
Equatorial Guinea,1963,0
Equatorial Guinea,1964,0
Equatorial Guinea,1965,0
Equatorial Guinea,1966,0
Equatorial Guinea,1967,0
Equatorial Guinea,1968,0
Equatorial Guinea,1969,0
Equatorial Guinea,1970,0
Equatorial Guinea,1971,0
Equatorial Guinea,1972,0
Equatorial Guinea,1973,0
Equatorial Guinea,1974,0
Equatorial Guinea,1975,0
Equatorial Guinea,1976,0
Equatorial Guinea,1977,0
Equatorial Guinea,1978,0
Equatorial Guinea,1979,0
Equatorial Guinea,1980,0
Equatorial Guinea,1981,0
Equatorial Guinea,1982,0
Equatorial Guinea,1983,0
Equatorial Guinea,1984,0
Equatorial Guinea,1985,0
Equatorial Guinea,1986,0
Equatorial Guinea,1987,0
Equatorial Guinea,1988,0
Equatorial Guinea,1989,0
Equatorial Guinea,1990,0
Equatorial Guinea,1991,0
Equatorial Guinea,1992,0
Equatorial Guinea,1993,0
Equatorial Guinea,1994,0
Equatorial Guinea,1995,0
Equatorial Guinea,1996,0
Equatorial Guinea,1997,0
Equatorial Guinea,1998,0
Equatorial Guinea,1999,0
Equatorial Guinea,2000,0
Equatorial Guinea,2001,0
Equatorial Guinea,2002,0
Equatorial Guinea,2003,0
Equatorial Guinea,2004,0
Equatorial Guinea,2005,0
Equatorial Guinea,2006,0
Equatorial Guinea,2007,0
Equatorial Guinea,2008,0
Equatorial Guinea,2009,0
Equatorial Guinea,2010,0
Equatorial Guinea,2011,0
Equatorial Guinea,2012,0
Equatorial Guinea,2013,0
Equatorial Guinea,2014,0
Equatorial Guinea,2015,0
Equatorial Guinea,2016,0
Equatorial Guinea,2017,0
Greece,1960,0
Greece,1961,0
Greece,1962,0
Greece,1963,0
Greece,1964,0
Greece,1965,0
Greece,1966,0
Greece,1967,0
Greece,1968,0
Greece,1969,0
Greece,1970,0
Greece,1971,0
Greece,1972,0
Greece,1973,0
Greece,1974,0
Greece,1975,0
Greece,1976,0
Greece,1977,0
Greece,1978,0
Greece,1979,0
Greece,1980,0
Greece,1981,0
Greece,1982,0
Greece,1983,0
Greece,1984,0
Greece,1985,0
Greece,1986,0
Greece,1987,0
Greece,1988,0
Greece,1989,0
Greece,1990,0
Greece,1991,0
Greece,1992,0
Greece,1993,0
Greece,1994,0
Greece,1995,0
Greece,1996,0
Greece,1997,1015.39239
Greece,1998,0
Greece,1999,1351.66163
Greece,2000,0
Greece,2001,1307.94346
Greece,2002,0
Greece,2003,1417.21172
Greece,2004,0
Greece,2005,1769.95323
Greece,2006,1793.70335
Greece,2007,1887.82947
Greece,2008,0
Greece,2009,0
Greece,2010,0
Greece,2011,2212.33265
Greece,2012,2232.28916
Greece,2013,2643.85404
Greece,2014,2715.90725
Greece,2015,3201.2703
Greece,2016,0
Greece,2017,0
Grenada,1960,0
Grenada,1961,0
Grenada,1962,0
Grenada,1963,0
Grenada,1964,0
Grenada,1965,0
Grenada,1966,0
Grenada,1967,0
Grenada,1968,0
Grenada,1969,0
Grenada,1970,0
Grenada,1971,0
Grenada,1972,0
Grenada,1973,0
Grenada,1974,0
Grenada,1975,0
Grenada,1976,0
Grenada,1977,0
Grenada,1978,0
Grenada,1979,0
Grenada,1980,0
Grenada,1981,0
Grenada,1982,0
Grenada,1983,0
Grenada,1984,0
Grenada,1985,0
Grenada,1986,0
Grenada,1987,0
Grenada,1988,0
Grenada,1989,0
Grenada,1990,0
Grenada,1991,0
Grenada,1992,0
Grenada,1993,0
Grenada,1994,0
Grenada,1995,0
Grenada,1996,0
Grenada,1997,0
Grenada,1998,0
Grenada,1999,0
