country,year,value
South Sudan,1995,0
South Sudan,1996,0
South Sudan,1997,0
South Sudan,1998,0
South Sudan,1999,0
South Sudan,2000,0
South Sudan,2001,0
South Sudan,2002,0
South Sudan,2003,0
South Sudan,2004,0
South Sudan,2005,0
South Sudan,2006,0
South Sudan,2007,0
South Sudan,2008,0
South Sudan,2009,0
South Sudan,2010,0
South Sudan,2011,0
South Sudan,2012,0
South Sudan,2013,0
South Sudan,2014,0
South Sudan,2015,0
South Sudan,2016,0
South Sudan,2017,0
Sub-Saharan Africa,1960,0
Sub-Saharan Africa,1961,0
Sub-Saharan Africa,1962,0
Sub-Saharan Africa,1963,0
Sub-Saharan Africa,1964,0
Sub-Saharan Africa,1965,0
Sub-Saharan Africa,1966,0
Sub-Saharan Africa,1967,0
Sub-Saharan Africa,1968,0
Sub-Saharan Africa,1969,0
Sub-Saharan Africa,1970,0
Sub-Saharan Africa,1971,0
Sub-Saharan Africa,1972,0
Sub-Saharan Africa,1973,0
Sub-Saharan Africa,1974,0
Sub-Saharan Africa,1975,0
Sub-Saharan Africa,1976,0
Sub-Saharan Africa,1977,0
Sub-Saharan Africa,1978,0
Sub-Saharan Africa,1979,0
Sub-Saharan Africa,1980,0
Sub-Saharan Africa,1981,0
Sub-Saharan Africa,1982,0
Sub-Saharan Africa,1983,0
Sub-Saharan Africa,1984,0
Sub-Saharan Africa,1985,0
Sub-Saharan Africa,1986,0
Sub-Saharan Africa,1987,0
Sub-Saharan Africa,1988,0
Sub-Saharan Africa,1989,0
Sub-Saharan Africa,1990,0
Sub-Saharan Africa,1991,0
Sub-Saharan Africa,1992,0
Sub-Saharan Africa,1993,0
Sub-Saharan Africa,1994,0
Sub-Saharan Africa,1995,0
Sub-Saharan Africa,1996,0
Sub-Saharan Africa,1997,0
Sub-Saharan Africa,1998,0
Sub-Saharan Africa,1999,0
Sub-Saharan Africa,2000,0
Sub-Saharan Africa,2001,0
Sub-Saharan Africa,2002,0
Sub-Saharan Africa,2003,0
Sub-Saharan Africa,2004,0
Sub-Saharan Africa,2005,0
Sub-Saharan Africa,2006,0
Sub-Saharan Africa,2007,0
Sub-Saharan Africa,2008,0
Sub-Saharan Africa,2009,0
Sub-Saharan Africa,2010,0
Sub-Saharan Africa,2011,0
Sub-Saharan Africa,2012,0
Sub-Saharan Africa,2013,0
Sub-Saharan Africa,2014,0
Sub-Saharan Africa,2015,0
Sub-Saharan Africa,2016,0
Sub-Saharan Africa,2017,0
Small states,1960,0
Small states,1961,0
Small states,1962,0
Small states,1963,0
Small states,1964,0
Small states,1965,0
Small states,1966,0
Small states,1967,0
Small states,1968,0
Small states,1969,0
Small states,1970,0
Small states,1971,0
Small states,1972,0
Small states,1973,0
Small states,1974,0
Small states,1975,0
Small states,1976,0
Small states,1977,0
Small states,1978,0
Small states,1979,0
Small states,1980,0
Small states,1981,0
Small states,1982,0
Small states,1983,0
Small states,1984,0
Small states,1985,0
Small states,1986,0
Small states,1987,0
Small states,1988,0
Small states,1989,0
Small states,1990,0
Small states,1991,0
Small states,1992,0
Small states,1993,0
Small states,1994,0
Small states,1995,0
Small states,1996,0
Small states,1997,0
Small states,1998,0
Small states,1999,0
Small states,2000,0
Small states,2001,0
Small states,2002,0
Small states,2003,0
Small states,2004,0
Small states,2005,0
Small states,2006,0
Small states,2007,0
Small states,2008,0
Small states,2009,0
Small states,2010,0
Small states,2011,0
Small states,2012,0
Small states,2013,0
Small states,2014,0
Small states,2015,0
Small states,2016,0
Small states,2017,0
Sao Tome and Principe,1960,0
Sao Tome and Principe,1961,0
Sao Tome and Principe,1962,0
Sao Tome and Principe,1963,0
Sao Tome and Principe,1964,0
Sao Tome and Principe,1965,0
Sao Tome and Principe,1966,0
Sao Tome and Principe,1967,0
Sao Tome and Principe,1968,0
Sao Tome and Principe,1969,0
Sao Tome and Principe,1970,0
Sao Tome and Principe,1971,0
Sao Tome and Principe,1972,0
Sao Tome and Principe,1973,0
Sao Tome and Principe,1974,0
Sao Tome and Principe,1975,0
Sao Tome and Principe,1976,0
Sao Tome and Principe,1977,0
Sao Tome and Principe,1978,0
Sao Tome and Principe,1979,0
Sao Tome and Principe,1980,0
Sao Tome and Principe,1981,0
Sao Tome and Principe,1982,0
Sao Tome and Principe,1983,0
Sao Tome and Principe,1984,0
Sao Tome and Principe,1985,0
Sao Tome and Principe,1986,0
Sao Tome and Principe,1987,0
Sao Tome and Principe,1988,0
Sao Tome and Principe,1989,0
Sao Tome and Principe,1990,0
Sao Tome and Principe,1991,0
Sao Tome and Principe,1992,0
Sao Tome and Principe,1993,0
Sao Tome and Principe,1994,0
Sao Tome and Principe,1995,0
Sao Tome and Principe,1996,0
Sao Tome and Principe,1997,0
Sao Tome and Principe,1998,0
Sao Tome and Principe,1999,0
Sao Tome and Principe,2000,0
Sao Tome and Principe,2001,0
Sao Tome and Principe,2002,0
Sao Tome and Principe,2003,0
Sao Tome and Principe,2004,0
Sao Tome and Principe,2005,0
Sao Tome and Principe,2006,0
Sao Tome and Principe,2007,0
Sao Tome and Principe,2008,0
Sao Tome and Principe,2009,0
Sao Tome and Principe,2010,0
Sao Tome and Principe,2011,0
Sao Tome and Principe,2012,0
Sao Tome and Principe,2013,0
Sao Tome and Principe,2014,0
Sao Tome and Principe,2015,0
Sao Tome and Principe,2016,0
Sao Tome and Principe,2017,0
Suriname,1960,0
Suriname,1961,0
Suriname,1962,0
Suriname,1963,0
Suriname,1964,0
Suriname,1965,0
Suriname,1966,0
Suriname,1967,0
Suriname,1968,0
Suriname,1969,0
Suriname,1970,0
Suriname,1971,0
Suriname,1972,0
Suriname,1973,0
Suriname,1974,0
Suriname,1975,0
Suriname,1976,0
Suriname,1977,0
Suriname,1978,0
Suriname,1979,0
Suriname,1980,0
Suriname,1981,0
Suriname,1982,0
Suriname,1983,0
Suriname,1984,0
Suriname,1985,0
Suriname,1986,0
Suriname,1987,0
Suriname,1988,0
Suriname,1989,0
Suriname,1990,0
Suriname,1991,0
Suriname,1992,0
Suriname,1993,0
Suriname,1994,0
Suriname,1995,0
Suriname,1996,0
Suriname,1997,0
Suriname,1998,0
Suriname,1999,0
Suriname,2000,0
Suriname,2001,0
Suriname,2002,0
Suriname,2003,0
Suriname,2004,0
Suriname,2005,0
Suriname,2006,0
Suriname,2007,0
Suriname,2008,0
Suriname,2009,0
Suriname,2010,0
Suriname,2011,0
Suriname,2012,0
Suriname,2013,0
Suriname,2014,0
Suriname,2015,0
Suriname,2016,0
Suriname,2017,0
Slovak Republic,1960,0
Slovak Republic,1961,0
Slovak Republic,1962,0
Slovak Republic,1963,0
Slovak Republic,1964,0
Slovak Republic,1965,0
Slovak Republic,1966,0
Slovak Republic,1967,0
Slovak Republic,1968,0
Slovak Republic,1969,0
Slovak Republic,1970,0
Slovak Republic,1971,0
Slovak Republic,1972,0
Slovak Republic,1973,0
Slovak Republic,1974,0
Slovak Republic,1975,0
Slovak Republic,1976,0
Slovak Republic,1977,0
Slovak Republic,1978,0
Slovak Republic,1979,0
Slovak Republic,1980,0
Slovak Republic,1981,0
Slovak Republic,1982,0
Slovak Republic,1983,0
Slovak Republic,1984,0
Slovak Republic,1985,0
Slovak Republic,1986,0
Slovak Republic,1987,0
Slovak Republic,1988,0
Slovak Republic,1989,0
Slovak Republic,1990,0
Slovak Republic,1991,0
Slovak Republic,1992,0
Slovak Republic,1993,0
Slovak Republic,1994,0
Slovak Republic,1995,0
Slovak Republic,1996,1863.32571
Slovak Republic,1997,1857.95642
Slovak Republic,1998,1884.80454
Slovak Republic,1999,1709.23759
Slovak Republic,2000,1848.28813
Slovak Republic,2001,1779.5398
Slovak Republic,2002,1704.76912
Slovak Republic,2003,1787.89878
Slovak Republic,2004,1990.58845
Slovak Republic,2005,2027.89427
Slovak Republic,2006,2185.68697
Slovak Republic,2007,2291.32478
Slovak Republic,2008,2332.40252
Slovak Republic,2009,2460.22224
Slovak Republic,2010,2808.04365
Slovak Republic,2011,2832.16268
Slovak Republic,2012,2819.85251
Slovak Republic,2013,2717.58947
Slovak Republic,2014,2718.5281
Slovak Republic,2015,2654.77609
Slovak Republic,2016,0
Slovak Republic,2017,0
Slovenia,1960,0
Slovenia,1961,0
Slovenia,1962,0
Slovenia,1963,0
Slovenia,1964,0
Slovenia,1965,0
Slovenia,1966,0
Slovenia,1967,0
Slovenia,1968,0
Slovenia,1969,0
Slovenia,1970,0
Slovenia,1971,0
Slovenia,1972,0
Slovenia,1973,0
Slovenia,1974,0
Slovenia,1975,0
Slovenia,1976,0
Slovenia,1977,0
Slovenia,1978,0
Slovenia,1979,0
Slovenia,1980,0
Slovenia,1981,0
Slovenia,1982,0
Slovenia,1983,0
Slovenia,1984,0
Slovenia,1985,0
Slovenia,1986,0
Slovenia,1987,0
Slovenia,1988,0
Slovenia,1989,0
Slovenia,1990,0
Slovenia,1991,0
Slovenia,1992,0
Slovenia,1993,0
Slovenia,1994,0
Slovenia,1995,0
Slovenia,1996,2256.86537
Slovenia,1997,2023.06048
Slovenia,1998,2155.25263
Slovenia,1999,2226.271
Slovenia,2000,2180.37143
Slovenia,2001,2262.24886
Slovenia,2002,2335.18038
Slovenia,2003,1898.60303
Slovenia,2004,2024.18575
Slovenia,2005,2631.07544
Slovenia,2006,2920.3726
Slovenia,2007,3097.96714
Slovenia,2008,3463.01756
Slovenia,2009,3644.98993
Slovenia,2010,3753.02074
Slovenia,2011,4261.24429
Slovenia,2012,4306.59839
Slovenia,2013,4216.8345
Slovenia,2014,4149.91181
Slovenia,2015,3820.99185
Slovenia,2016,0
Slovenia,2017,0
Sweden,1960,0
Sweden,1961,0
Sweden,1962,0
Sweden,1963,0
Sweden,1964,0
Sweden,1965,0
Sweden,1966,0
Sweden,1967,0
Sweden,1968,0
Sweden,1969,0
Sweden,1970,0
Sweden,1971,0
Sweden,1972,0
Sweden,1973,0
Sweden,1974,0
Sweden,1975,0
Sweden,1976,0
Sweden,1977,0
Sweden,1978,0
Sweden,1979,0
Sweden,1980,0
Sweden,1981,0
Sweden,1982,0
Sweden,1983,0
Sweden,1984,0
Sweden,1985,0
Sweden,1986,0
Sweden,1987,0
Sweden,1988,0
Sweden,1989,0
Sweden,1990,0
Sweden,1991,0
Sweden,1992,0
Sweden,1993,0
Sweden,1994,0
Sweden,1995,0
Sweden,1996,0
Sweden,1997,4162.72251
Sweden,1998,0
Sweden,1999,4503.90355
Sweden,2000,0
Sweden,2001,5174.60398
Sweden,2002,0
Sweden,2003,5388.16938
Sweden,2004,5431.13654
Sweden,2005,6090.80921
Sweden,2006,6132.65772
Sweden,2007,5004.96214
Sweden,2008,5443.11592
Sweden,2009,5085.00519
Sweden,2010,5255.85579
Sweden,2011,5146.9233
Sweden,2012,5163.74727
Sweden,2013,6670.02831
Sweden,2014,6868.11332
Sweden,2015,7021.88452
Sweden,2016,0
Sweden,2017,0
Eswatini,1960,0
Eswatini,1961,0
Eswatini,1962,0
Eswatini,1963,0
Eswatini,1964,0
Eswatini,1965,0
Eswatini,1966,0
Eswatini,1967,0
Eswatini,1968,0
Eswatini,1969,0
Eswatini,1970,0
Eswatini,1971,0
Eswatini,1972,0
Eswatini,1973,0
Eswatini,1974,0
Eswatini,1975,0
Eswatini,1976,0
Eswatini,1977,0
Eswatini,1978,0
Eswatini,1979,0
Eswatini,1980,0
Eswatini,1981,0
Eswatini,1982,0
Eswatini,1983,0
Eswatini,1984,0
Eswatini,1985,0
Eswatini,1986,0
Eswatini,1987,0
Eswatini,1988,0
Eswatini,1989,0
Eswatini,1990,0
Eswatini,1991,0
Eswatini,1992,0
Eswatini,1993,0
Eswatini,1994,0
Eswatini,1995,0
Eswatini,1996,0
Eswatini,1997,0
Eswatini,1998,0
Eswatini,1999,0
Eswatini,2000,0
Eswatini,2001,0
Eswatini,2002,0
Eswatini,2003,0
Eswatini,2004,0
Eswatini,2005,0
Eswatini,2006,0
Eswatini,2007,0
Eswatini,2008,0
Eswatini,2009,0
Eswatini,2010,0
Eswatini,2011,0
Eswatini,2012,0
Eswatini,2013,0
Eswatini,2014,0
Eswatini,2015,0
Eswatini,2016,0
Eswatini,2017,0
Sint Maarten (Dutch part),1960,0
Sint Maarten (Dutch part),1961,0
Sint Maarten (Dutch part),1962,0
Sint Maarten (Dutch part),1963,0
Sint Maarten (Dutch part),1964,0
Sint Maarten (Dutch part),1965,0
Sint Maarten (Dutch part),1966,0
Sint Maarten (Dutch part),1967,0
Sint Maarten (Dutch part),1968,0
Sint Maarten (Dutch part),1969,0
Sint Maarten (Dutch part),1970,0
Sint Maarten (Dutch part),1971,0
Sint Maarten (Dutch part),1972,0
Sint Maarten (Dutch part),1973,0
Sint Maarten (Dutch part),1974,0
Sint Maarten (Dutch part),1975,0
Sint Maarten (Dutch part),1976,0
Sint Maarten (Dutch part),1977,0
Sint Maarten (Dutch part),1978,0
Sint Maarten (Dutch part),1979,0
Sint Maarten (Dutch part),1980,0
Sint Maarten (Dutch part),1981,0
Sint Maarten (Dutch part),1982,0
Sint Maarten (Dutch part),1983,0
Sint Maarten (Dutch part),1984,0
Sint Maarten (Dutch part),1985,0
Sint Maarten (Dutch part),1986,0
Sint Maarten (Dutch part),1987,0
Sint Maarten (Dutch part),1988,0
Sint Maarten (Dutch part),1989,0
Sint Maarten (Dutch part),1990,0
Sint Maarten (Dutch part),1991,0
Sint Maarten (Dutch part),1992,0
Sint Maarten (Dutch part),1993,0
Sint Maarten (Dutch part),1994,0
Sint Maarten (Dutch part),1995,0
Sint Maarten (Dutch part),1996,0
Sint Maarten (Dutch part),1997,0
Sint Maarten (Dutch part),1998,0
Sint Maarten (Dutch part),1999,0
Sint Maarten (Dutch part),2000,0
Sint Maarten (Dutch part),2001,0
Sint Maarten (Dutch part),2002,0
Sint Maarten (Dutch part),2003,0
Sint Maarten (Dutch part),2004,0
Sint Maarten (Dutch part),2005,0
Sint Maarten (Dutch part),2006,0
Sint Maarten (Dutch part),2007,0
Sint Maarten (Dutch part),2008,0
Sint Maarten (Dutch part),2009,0
Sint Maarten (Dutch part),2010,0
Sint Maarten (Dutch part),2011,0
Sint Maarten (Dutch part),2012,0
Sint Maarten (Dutch part),2013,0
Sint Maarten (Dutch part),2014,0
Sint Maarten (Dutch part),2015,0
Sint Maarten (Dutch part),2016,0
Sint Maarten (Dutch part),2017,0
Seychelles,1960,0
Seychelles,1961,0
Seychelles,1962,0
Seychelles,1963,0
Seychelles,1964,0
Seychelles,1965,0
Seychelles,1966,0
Seychelles,1967,0
Seychelles,1968,0
Seychelles,1969,0
Seychelles,1970,0
Seychelles,1971,0
Seychelles,1972,0
Seychelles,1973,0
Seychelles,1974,0
Seychelles,1975,0
Seychelles,1976,0
Seychelles,1977,0
Seychelles,1978,0
Seychelles,1979,0
Seychelles,1980,0
Seychelles,1981,0
Seychelles,1982,0
Seychelles,1983,0
Seychelles,1984,0
Seychelles,1985,0
Seychelles,1986,0
Seychelles,1987,0
Seychelles,1988,0
Seychelles,1989,0
Seychelles,1990,0
Seychelles,1991,0
Seychelles,1992,0
Seychelles,1993,0
Seychelles,1994,0
Seychelles,1995,0
Seychelles,1996,0
Seychelles,1997,0
Seychelles,1998,0
Seychelles,1999,0
Seychelles,2000,0
Seychelles,2001,0
Seychelles,2002,0
Seychelles,2003,0
Seychelles,2004,0
Seychelles,2005,146.48382
Seychelles,2006,0
Seychelles,2007,0
Seychelles,2008,0
Seychelles,2009,0
Seychelles,2010,0
Seychelles,2011,0
Seychelles,2012,0
Seychelles,2013,0
Seychelles,2014,0
Seychelles,2015,0
Seychelles,2016,0
Seychelles,2017,0
Syrian Arab Republic,1960,0
Syrian Arab Republic,1961,0
Syrian Arab Republic,1962,0
Syrian Arab Republic,1963,0
Syrian Arab Republic,1964,0
Syrian Arab Republic,1965,0
Syrian Arab Republic,1966,0
Syrian Arab Republic,1967,0
Syrian Arab Republic,1968,0
Syrian Arab Republic,1969,0
Syrian Arab Republic,1970,0
Syrian Arab Republic,1971,0
Syrian Arab Republic,1972,0
Syrian Arab Republic,1973,0
Syrian Arab Republic,1974,0
Syrian Arab Republic,1975,0
Syrian Arab Republic,1976,0
Syrian Arab Republic,1977,0
Syrian Arab Republic,1978,0
Syrian Arab Republic,1979,0
Syrian Arab Republic,1980,0
Syrian Arab Republic,1981,0
Syrian Arab Republic,1982,0
Syrian Arab Republic,1983,0
Syrian Arab Republic,1984,0
Syrian Arab Republic,1985,0
